Date,Open,High,Low,Close,Adj Close,Volume
2021-02-05,12.600000381469727,12.699999809265137,12.550000190734863,12.699999809265137,12.699999809265137,11966419
2021-02-17,12.75,12.949999809265137,12.649999618530273,12.899999618530273,12.899999618530273,27326757
2021-02-18,12.899999618530273,13.0,12.850000381469727,12.899999618530273,12.899999618530273,13909227
2021-02-19,12.899999618530273,12.899999618530273,12.75,12.899999618530273,12.899999618530273,15200973
2021-02-22,12.899999618530273,13.0,12.850000381469727,12.899999618530273,12.899999618530273,12451215
2021-02-23,12.899999618530273,13.050000190734863,12.850000381469727,13.050000190734863,13.050000190734863,18998579
2021-02-24,13.100000381469727,13.149999618530273,13.0,13.100000381469727,13.100000381469727,14302443
2021-02-25,13.149999618530273,13.25,13.100000381469727,13.25,13.25,20910939
2021-02-26,13.149999618530273,13.199999809265137,12.949999809265137,12.949999809265137,12.949999809265137,31004867
2021-03-02,13.050000190734863,13.100000381469727,12.949999809265137,12.949999809265137,12.949999809265137,15613452
2021-03-03,13.050000190734863,13.149999618530273,13.0,13.100000381469727,13.100000381469727,19180251
2021-03-04,13.100000381469727,13.149999618530273,12.949999809265137,13.0,13.0,17034233
2021-03-05,12.949999809265137,13.050000190734863,12.899999618530273,13.050000190734863,13.050000190734863,11982426
2021-03-08,13.050000190734863,13.149999618530273,13.0,13.0,13.0,15604762
2021-03-09,13.100000381469727,13.199999809265137,13.050000190734863,13.199999809265137,13.199999809265137,24435096
2021-03-10,13.199999809265137,13.300000190734863,13.149999618530273,13.199999809265137,13.199999809265137,16380861
2021-03-11,13.300000190734863,13.350000381469727,13.199999809265137,13.300000190734863,13.300000190734863,22900041
2021-03-12,13.300000190734863,13.300000190734863,13.199999809265137,13.25,13.25,7873043
2021-03-15,13.25,13.300000190734863,13.199999809265137,13.300000190734863,13.300000190734863,9795991
2021-03-16,13.300000190734863,13.300000190734863,13.25,13.300000190734863,13.300000190734863,11081777
2021-03-17,13.300000190734863,13.300000190734863,13.149999618530273,13.199999809265137,13.199999809265137,14091279
2021-03-18,13.25,13.25,13.199999809265137,13.199999809265137,13.199999809265137,10555190
2021-03-19,13.199999809265137,13.25,13.100000381469727,13.100000381469727,13.100000381469727,25487699
2021-03-22,13.149999618530273,13.199999809265137,13.050000190734863,13.199999809265137,13.199999809265137,13336621
2021-03-23,13.149999618530273,13.25,13.149999618530273,13.199999809265137,13.199999809265137,12340566
2021-03-24,13.199999809265137,13.25,13.149999618530273,13.199999809265137,13.199999809265137,7665724
2021-03-25,13.199999809265137,13.300000190734863,13.199999809265137,13.300000190734863,13.300000190734863,12380516
2021-03-26,13.300000190734863,13.350000381469727,13.300000190734863,13.300000190734863,13.300000190734863,13432993
2021-03-29,13.350000381469727,13.399999618530273,13.300000190734863,13.399999618530273,13.399999618530273,17652526
2021-03-30,13.399999618530273,13.449999809265137,13.350000381469727,13.449999809265137,13.449999809265137,14491861
2021-03-31,13.449999809265137,13.449999809265137,13.350000381469727,13.399999618530273,13.399999618530273,18462997
2021-04-01,13.399999618530273,13.449999809265137,13.350000381469727,13.399999618530273,13.399999618530273,11339664
2021-04-07,13.300000190734863,13.399999618530273,13.300000190734863,13.399999618530273,13.399999618530273,12068310
2021-04-08,13.350000381469727,13.399999618530273,13.300000190734863,13.300000190734863,13.300000190734863,11873431
2021-04-09,13.300000190734863,13.350000381469727,13.25,13.300000190734863,13.300000190734863,15837713
2021-04-12,13.350000381469727,13.399999618530273,13.300000190734863,13.399999618530273,13.399999618530273,19507773
2021-04-13,13.399999618530273,13.5,13.399999618530273,13.399999618530273,13.399999618530273,17284280
2021-04-14,13.399999618530273,13.5,13.399999618530273,13.5,13.5,18529101
2021-04-15,13.5,13.550000190734863,13.449999809265137,13.550000190734863,13.550000190734863,20398560
2021-04-16,13.550000190734863,13.699999809265137,13.5,13.699999809265137,13.699999809265137,24067453
2021-04-19,13.75,14.149999618530273,13.699999809265137,14.050000190734863,14.050000190734863,52515257
2021-04-20,14.100000381469727,14.100000381469727,13.899999618530273,14.050000190734863,14.050000190734863,21030706
2021-04-21,13.949999809265137,13.949999809265137,13.850000381469727,13.899999618530273,13.899999618530273,18240628
2021-04-22,13.949999809265137,14.050000190734863,13.899999618530273,13.949999809265137,13.949999809265137,30296425
2021-04-23,13.949999809265137,14.0,13.850000381469727,13.949999809265137,13.949999809265137,18073040
2021-04-26,14.0,14.100000381469727,13.899999618530273,14.100000381469727,14.100000381469727,30401121
2021-04-27,14.100000381469727,14.100000381469727,14.0,14.100000381469727,14.100000381469727,21367242
2021-04-28,14.100000381469727,14.149999618530273,14.050000190734863,14.149999618530273,14.149999618530273,15856680
2021-04-29,14.100000381469727,14.149999618530273,14.0,14.100000381469727,14.100000381469727,16791038
2021-05-03,15.0,15.199999809265137,14.649999618530273,14.649999618530273,14.649999618530273,108234823
2021-05-04,14.75,14.899999618530273,14.300000190734863,14.449999809265137,14.449999809265137,67839567
2021-05-05,14.449999809265137,14.699999809265137,14.350000381469727,14.550000190734863,14.550000190734863,38776035
2021-05-06,14.600000381469727,14.800000190734863,14.600000381469727,14.800000190734863,14.800000190734863,37535901
2021-05-07,14.899999618530273,14.949999809265137,14.75,14.899999618530273,14.899999618530273,29253371
2021-05-10,15.0,15.199999809265137,14.899999618530273,15.199999809265137,15.199999809265137,57467967
2021-05-11,15.100000381469727,15.149999618530273,14.800000190734863,14.899999618530273,14.899999618530273,49832897
2021-05-12,14.850000381469727,14.850000381469727,13.75,14.300000190734863,14.300000190734863,106577314
2021-05-13,14.0,14.300000190734863,13.850000381469727,14.050000190734863,14.050000190734863,50319074
2021-05-14,14.149999618530273,14.25,14.050000190734863,14.199999809265137,14.199999809265137,33254327
2021-05-17,13.800000190734863,14.100000381469727,13.649999618530273,13.800000190734863,13.800000190734863,58716349
2021-05-18,13.899999618530273,14.300000190734863,13.850000381469727,14.25,14.25,31515030
2021-05-19,14.199999809265137,14.300000190734863,14.149999618530273,14.25,14.25,20926091
2021-05-20,14.199999809265137,14.399999618530273,14.149999618530273,14.350000381469727,14.350000381469727,26013380
2021-05-21,14.5,14.699999809265137,14.399999618530273,14.600000381469727,14.600000381469727,29205387
2021-05-24,14.5,14.600000381469727,14.399999618530273,14.550000190734863,14.550000190734863,18187701
2021-05-25,14.550000190734863,14.699999809265137,14.550000190734863,14.649999618530273,14.649999618530273,18833332
2021-05-26,14.75,14.800000190734863,14.649999618530273,14.699999809265137,14.699999809265137,15086243
2021-05-27,14.600000381469727,14.649999618530273,14.449999809265137,14.5,14.5,41118557
2021-05-28,14.600000381469727,14.699999809265137,14.550000190734863,14.699999809265137,14.699999809265137,20130792
2021-05-31,14.75,14.800000190734863,14.699999809265137,14.800000190734863,14.800000190734863,21299134
2021-06-01,14.850000381469727,14.850000381469727,14.75,14.850000381469727,14.850000381469727,12375898
2021-06-02,15.100000381469727,15.300000190734863,15.050000190734863,15.149999618530273,15.149999618530273,59325534
2021-06-03,15.25,15.25,15.149999618530273,15.25,15.25,31639445
2021-06-04,15.199999809265137,15.25,15.149999618530273,15.25,15.25,18708349
2021-06-07,15.25,15.25,14.899999618530273,15.199999809265137,15.199999809265137,33548786
2021-06-08,15.199999809265137,15.350000381469727,15.149999618530273,15.300000190734863,15.300000190734863,32638111
2021-06-09,15.25,15.25,15.050000190734863,15.149999618530273,15.149999618530273,23082655
2021-06-10,15.149999618530273,15.149999618530273,15.050000190734863,15.100000381469727,15.100000381469727,14772654
2021-06-11,15.149999618530273,15.149999618530273,15.100000381469727,15.149999618530273,15.149999618530273,10130589
2021-06-15,15.149999618530273,15.149999618530273,15.050000190734863,15.100000381469727,15.100000381469727,17605472
2021-06-16,15.050000190734863,15.149999618530273,15.0,15.149999618530273,15.149999618530273,18135436
2021-06-17,15.050000190734863,15.100000381469727,15.0,15.050000190734863,15.050000190734863,15017919
2021-06-18,15.050000190734863,15.050000190734863,14.899999618530273,14.899999618530273,14.899999618530273,42124907
2021-06-21,14.850000381469727,14.899999618530273,14.699999809265137,14.800000190734863,14.800000190734863,32076993
2021-06-22,14.899999618530273,14.949999809265137,14.800000190734863,14.899999618530273,14.899999618530273,21712608
2021-06-23,14.899999618530273,15.100000381469727,14.899999618530273,15.050000190734863,15.050000190734863,22261320
2021-06-24,15.050000190734863,15.100000381469727,15.0,15.050000190734863,15.050000190734863,10567842
2021-06-25,15.100000381469727,15.149999618530273,15.050000190734863,15.149999618530273,15.149999618530273,18683767
2021-06-28,15.199999809265137,15.25,15.149999618530273,15.199999809265137,15.199999809265137,18453268
2021-06-29,15.199999809265137,15.25,15.100000381469727,15.149999618530273,15.149999618530273,15670873
2021-06-30,15.199999809265137,15.25,15.149999618530273,15.25,15.25,18358101
2021-07-01,15.25,15.300000190734863,15.149999618530273,15.25,15.25,16713557
2021-07-02,15.300000190734863,15.350000381469727,15.25,15.300000190734863,15.300000190734863,21345702
2021-07-05,15.350000381469727,15.449999809265137,15.300000190734863,15.449999809265137,15.449999809265137,21857261
2021-07-06,15.5,15.75,15.449999809265137,15.75,15.75,32675643
2021-07-07,15.699999809265137,15.75,15.600000381469727,15.75,15.75,28142811
2021-07-08,15.75,15.949999809265137,15.75,15.899999618530273,15.899999618530273,29080283
2021-07-09,15.949999809265137,16.200000762939453,15.949999809265137,16.100000381469727,16.100000381469727,45715075
2021-07-12,16.25,16.600000381469727,16.200000762939453,16.200000762939453,16.200000762939453,54245501
2021-07-13,16.299999237060547,16.399999618530273,16.25,16.350000381469727,16.350000381469727,34532503
2021-07-14,16.399999618530273,16.450000762939453,16.25,16.299999237060547,16.299999237060547,21761107
2021-07-15,16.299999237060547,16.350000381469727,16.200000762939453,16.25,16.25,22941813
2021-07-16,16.299999237060547,16.600000381469727,16.25,16.600000381469727,16.600000381469727,36495620
2021-07-19,16.700000762939453,16.799999237060547,16.549999237060547,16.799999237060547,16.799999237060547,39506153
2021-07-20,16.649999618530273,16.75,16.5,16.5,16.5,35833008
2021-07-21,16.649999618530273,16.700000762939453,16.549999237060547,16.700000762939453,16.700000762939453,26130866
2021-07-22,16.799999237060547,16.899999618530273,16.75,16.899999618530273,16.899999618530273,29562772
2021-07-23,16.950000762939453,17.200000762939453,16.899999618530273,17.149999618530273,17.149999618530273,39650164
2021-07-26,17.200000762939453,17.5,17.200000762939453,17.200000762939453,17.200000762939453,47219220
2021-07-27,17.399999618530273,17.399999618530273,16.700000762939453,16.75,16.75,60429098
2021-07-28,16.700000762939453,16.850000381469727,16.5,16.850000381469727,16.850000381469727,44171412
2021-07-29,16.850000381469727,17.049999237060547,16.799999237060547,17.049999237060547,17.049999237060547,23186948
2021-07-30,17.049999237060547,17.100000381469727,16.899999618530273,16.950000762939453,16.950000762939453,20262195
2021-08-02,17.200000762939453,17.200000762939453,16.899999618530273,17.0,17.0,18587273
2021-08-03,17.100000381469727,17.100000381469727,16.899999618530273,17.0,17.0,16591548
2021-08-04,17.0,17.0,16.899999618530273,17.0,17.0,11757810
2021-08-05,17.0,17.100000381469727,16.950000762939453,17.049999237060547,17.049999237060547,20727275
2021-08-06,17.149999618530273,17.200000762939453,17.0,17.100000381469727,17.100000381469727,16991227
2021-08-09,17.049999237060547,17.100000381469727,16.950000762939453,17.049999237060547,17.049999237060547,12618343
2021-08-10,17.049999237060547,17.149999618530273,17.0,17.0,17.0,19841211
2021-08-11,17.049999237060547,17.200000762939453,17.0,17.100000381469727,17.100000381469727,23391719
2021-08-12,17.149999618530273,17.200000762939453,17.049999237060547,17.100000381469727,17.100000381469727,12075199
2021-08-13,17.049999237060547,17.049999237060547,16.899999618530273,16.950000762939453,16.950000762939453,17532334
2021-08-16,17.0,17.0,16.700000762939453,16.799999237060547,16.799999237060547,30899625
2021-08-17,16.799999237060547,16.799999237060547,16.799999237060547,16.799999237060547,16.799999237060547,0
2021-08-18,16.850000381469727,17.0,16.799999237060547,17.0,17.0,17928046
2021-08-19,17.0,17.049999237060547,16.799999237060547,16.899999618530273,16.899999618530273,20390029
2021-08-20,16.950000762939453,17.0,16.799999237060547,16.899999618530273,16.899999618530273,18753311
2021-08-23,17.0,17.149999618530273,16.950000762939453,17.100000381469727,17.100000381469727,22109348
2021-08-24,17.200000762939453,17.700000762939453,17.100000381469727,17.700000762939453,17.700000762939453,64830222
2021-08-25,17.799999237060547,17.850000381469727,17.5,17.799999237060547,17.799999237060547,34132904
